session_id,anchor_id,attempt_id,t_start,t_end,t_acc,service_state,is_positive,tau1,tau2,delta_tau,gate,q_track,eta,err_plan,err_yaw,conf,haz,conferr,failure_class
2,2,3,44.20196422945129,46.94824446499543,46.43794025676725,OK,1,0.8755702882245946,0.5833382416753758,0.2922320465492187,1,0.7992043780768935,0.7293126664489528,0.3211603078470695,0.2466699985754086,1,0,0,успех
3,1,1,11.0,19.0,12.218785290516612,OK,1,1.008953653969897,0.6576979498301767,0.3512557041397202,1,0.7084629257949585,0.7058609131040686,0.2833577569449728,0.159459543721474,1,0,0,успех
3,2,1,26.0,34.0,27.110102706091983,OK,1,0.8694968997061266,0.4894785033367449,0.3800183963693817,1,0.7556943191532737,0.6495225612681569,0.3198622099637255,0.0662804636912166,1,0,0,успех
3,1,2,41.0,49.0,41.2,OK,1,0.9438414443941096,0.7885340359582402,0.1553074084358693,1,0.8307639035218877,0.9184750486391152,0.2133521497715917,0.2681757645893383,0,0,0,успех
3,1,3,7.96921796501727,11.927029006127524,inf,OK,1,0.9873287017215104,0.8660374385237906,0.1212912631977198,1,0.9202319639224128,0.7652321013500418,,,0,0,0,не принял
3,1,4,40.051899173652274,43.52303170452929,40.35233751759196,OK,1,1.045388734525536,0.8346563293031084,0.2107324052224275,1,0.769582921506056,0.930780795881728,0.209731954094976,0.1622038204621547,0,0,0,успех
3,1,5,37.266039901325534,39.33239121703696,39.87675376504075,OK,1,0.8243363945486187,0.5807845574257837,0.243551837122835,1,0.8106875147764323,0.48740048534008,0.3452768941126147,0.2962102683425038,0,0,0,успех
3,2,2,7.563651928029628,10.927917332230663,9.56870679307516,OK,1,0.9009098290803508,0.652914615270097,0.2479952138102537,1,0.8521560630238765,0.6264882461347709,0.556261832059983,0.1096487594310644,0,0,0,успех
4,1,1,11.0,19.0,inf,OK,1,0.9831592980979508,0.8144988712309056,0.1686604268670452,0,0.9799396814264488,0.7811859353098108,,,0,0,0,не принял
4,2,1,26.0,34.0,inf,OK,0,0.6342541597408047,0.6040605681419929,0.0301935915988117,0,0.971707079698011,0.5959424612740536,,,0,0,0,не принял
4,1,2,41.0,49.0,inf,OK,1,0.8641822519811421,0.8124106976349655,0.0517715543461765,0,0.8674833011991471,0.7851686967958418,,,0,0,0,не принял
4,1,3,38.05423587309813,42.66208091110853,inf,OK,1,0.9009444597172274,0.7797697334681873,0.12117472624904,1,0.7154603285646295,0.5374717661461141,,,0,0,0,не принял
4,1,4,17.896983398759726,22.882949019231823,inf,OK,0,0.7005591904240265,0.5327320962719441,0.1678270941520824,0,0.725883069202475,0.8645064193866483,,,0,0,0,не принял
4,2,2,20.224369168268844,23.285178638995745,21.691391034513288,OK,0,0.7215912090277734,0.5601179387884303,0.1614732702393431,1,0.7982411800114453,0.7018792778642464,2.0016844134089715,1.571004554230501,0,1,0,принял неверно
4,2,3,10.738364328892448,15.62817278993847,11.876095019562678,OK,1,0.8129107501938887,0.4807731748880144,0.3321375753058743,1,0.7757045321186397,1.0,0.2351041133342008,0.1918238572563417,0,0,0,успех
5,1,1,11.0,19.0,11.836489607687383,OK,1,1.0154299690376234,0.8545072672329261,0.1609227018046972,1,0.8673180925851182,0.8432459753884329,0.2519914081444648,0.0644441794301725,0,0,0,успех
5,2,1,26.0,34.0,inf,OK,1,0.8436142605060523,0.5783617311613428,0.2652525293447094,0,0.8653725105945528,0.7462380855674604,,,0,0,0,не принял
5,1,2,41.0,49.0,inf,OK,1,0.941949216549798,0.6326802003358265,0.3092690162139716,0,0.9583051243175276,0.8768908210634851,,,0,0,0,не принял
5,1,3,19.77201331708653,22.946380694144505,inf,OK,0,0.5673484001255893,0.3492510436663644,0.2180973564592249,0,0.891654314109465,0.8780703078052354,,,0,0,0,не принял
5,2,2,50.22823039060592,54.27359998604968,inf,OK,0,0.5701573714719607,0.404166028085297,0.1659913433866636,1,0.9444802116191844,0.8956034492500291,,,0,0,0,не принял
5,2,3,48.95029379996615,52.30227442737229,50.2069364496997,OK,1,0.7982592160854167,0.5747751737865645,0.2234840422988522,1,0.6153804194023403,0.7777086876958698,0.3341601878768978,0.1514776967774042,0,0,0,успех
6,1,1,11.0,19.0,inf,OK,0,0.6669429530214357,0.6479793877216242,0.0189635652998114,0,0.8580198712540814,0.792876545032396,,,0,0,0,не принял
6,2,1,26.0,34.0,inf,OK,1,0.9829223194563376,0.8884511400281778,0.0944711794281596,0,1.0,0.643368176105268,,,0,0,0,не принял
6,1,2,41.0,49.0,inf,OK,0,0.693631170099692,0.6631477785011877,0.0304833915985043,0,0.7229128193123959,0.7654261200085297,,,0,0,0,не принял
6,1,3,2.8424946642734232,6.967913190546015,inf,OK,0,0.7338705138895706,0.5496085937961318,0.1842619200934387,0,0.8318171933911837,1.0,,,0,0,0,не принял
6,1,4,17.76260601176853,22.943350790843343,inf,OK,0,0.3835253520119028,0.3546958204897589,0.0288295315221438,1,0.6297041169091362,0.7863111025300097,,,0,0,0,не принял
6,2,2,1.394290887850163,7.244884546561863,2.6442232668731136,OK,1,0.957725137786426,0.785039254462145,0.1726858833242809,1,0.6365327231390572,0.7557480918470686,0.3095591344799026,0.2159791120642432,0,0,0,успех
7,1,1,11.0,19.0,inf,OK,1,1.0367327929357215,0.8887559290046415,0.14797686393108,0,1.0,0.8634458028105081,,,0,0,0,не принял
7,2,1,26.0,34.0,26.96854497323611,OK,1,0.7962516523515837,0.6216612148236421,0.1745904375279415,1,0.8480557859100452,0.7655624979328042,0.243061768826985,0.2709297163451372,0,0,0,успех
7,1,2,41.0,49.0,inf,OK,0,0.6369014758494838,0.5227770800323702,0.1141243958171135,0,0.8394881495253586,0.6380890012126703,,,0,0,0,не принял
7,1,3,21.917760391855538,26.38116078406441,23.727535307883063,OK,1,0.8638727231276996,0.7014889387397583,0.1623837843879413,1,0.939168580995178,0.6539933269954524,0.6701623006158577,0.2444697536749372,0,1,0,принял неверно
7,2,2,8.961393489478633,11.243668479080352,inf,OK,0,0.6714423621864941,0.520856222680863,0.1505861395056311,0,0.8436220814301497,0.5996313711252673,,,0,0,0,не принял
7,2,3,21.349345941358703,25.92249881512812,inf,OK,0,1.034297825020972,0.798346270914606,0.235951554106366,0,0.5957494640572998,0.729319601178157,,,0,0,0,не принял
8,1,1,11.0,19.0,12.253425866155244,OK,1,0.9158096351411532,0.5489369104565307,0.3668727246846224,1,0.8006999065341167,0.8027192568124121,0.1992322985300082,0.1368328507754604,1,0,0,успех
8,2,1,26.0,34.0,inf,OK,0,0.7099724011294184,0.6716128425002209,0.0383595586291974,0,0.9452011093846696,0.5126095625000279,,,0,0,0,не принял
8,1,2,41.0,49.0,42.0874613898096,OK,1,0.9753361983005848,0.6441178726658878,0.331218325634697,1,0.924729360512326,0.9243060296954846,0.1401732887328146,0.0853126301643106,1,0,0,успех
8,1,3,54.47778281003704,58.12825351768274,55.3913273263699,OK,1,1.0100775975418463,0.857836535465941,0.1522410620759053,1,0.7810501576674445,0.8115555398150197,0.5117209571747112,0.1506915299574962,0,1,0,принял неверно
8,1,4,49.64040986737616,53.66141935716759,inf,OK,1,0.819529882320463,0.5008729137716028,0.3186569685488601,0,0.9438971585337198,0.7592434583958699,,,0,0,0,не принял
8,1,5,21.40609233037897,23.44944293630017,inf,OK,0,0.455278614305876,0.2171328990408625,0.2381457152650134,1,1.0,0.7686249528732663,,,0,0,0,не принял
8,2,2,24.664503708807587,27.83734679559985,inf,OK,0,0.8194703142549503,0.6289004271899071,0.1905698870650432,0,0.6864007436943773,0.7397840623820378,,,0,0,0,не принял
8,2,3,43.53684740492167,48.69531997609988,inf,OK,0,0.5170859216794402,0.4932718192754456,0.0238141024039946,1,0.5791978701643664,0.5781629840729628,,,0,0,0,не принял
8,2,4,48.82373005170648,52.2273901019148,inf,OK,0,0.6845471877413914,0.6502777454719217,0.0342694422694697,1,0.9929456945719984,0.8455647274850078,,,0,0,0,не принял
9,1,1,11.0,19.0,inf,OK,1,0.879735823906258,0.8042687716787903,0.0754670522274677,0,0.9059109202614528,0.7793959885330467,,,0,0,0,не принял
9,2,1,26.0,34.0,inf,OK,0,0.6074824361403306,0.3701427775682045,0.237339658572126,0,0.802261826942468,0.6297049909716574,,,0,0,0,не принял
9,1,2,41.0,49.0,41.45561662954469,OK,1,0.8824058326839996,0.5604044121093967,0.3220014205746029,1,0.8495437171009703,0.6637866934497076,0.4232772397360161,0.1659138721129946,1,0,0,успех
9,1,3,25.776335309676945,28.001548412404293,26.75032515084516,OK,1,0.9792204569258314,0.7542098273966835,0.2250106295291478,1,0.7818535433736996,0.9106707338971372,0.3339371130930181,0.2079625179624077,0,0,0,успех
9,2,2,12.297771118569894,18.15066127633234,inf,OK,1,0.833982014532492,0.7618430451118723,0.0721389694206197,1,0.8868352865273077,0.5636138722715626,,,0,0,0,не принял
9,2,3,28.770381429358185,33.28797598189924,inf,OK,0,0.4115933806897454,0.2509794414695702,0.1606139392201752,0,1.0,0.5381525866907857,,,0,0,0,не принял
10,1,1,11.0,19.0,inf,OK,1,0.9485094862122349,0.8826032530927246,0.0659062331195102,0,0.838906806437049,0.8546784764064814,,,0,0,0,не принял
10,2,1,26.0,34.0,inf,OK,1,0.768860320406203,0.6530179145028865,0.1158424059033165,0,0.9284006410914168,0.583823761844399,,,0,0,0,не принял
10,1,2,41.0,49.0,inf,OK,1,0.8270634506204473,0.572783811472642,0.2542796391478052,0,0.6587293482935781,0.4951325130828232,,,0,0,0,не принял
10,1,3,44.75872608388218,49.4976507740977,47.22414700898469,OK,1,0.9490705954171056,0.77359768452992,0.1754729108871856,1,0.6244238565090947,0.7743714688207953,0.4817842269582363,0.1567959812120957,0,0,0,успех
10,2,2,53.34529187980318,58.713767572346015,inf,OK,0,0.4904420157026418,0.3808853351416021,0.1095566805610396,1,0.9785379574368154,0.6830808561248121,,,0,0,0,не принял
10,2,3,15.037388956188844,17.262890942792552,inf,OK,0,0.8196335692955131,0.5697013277068418,0.2499322415886713,0,0.830629243966182,0.5189083963499542,,,0,0,0,не принял
11,1,1,11.0,19.0,12.54676702091915,OK,1,0.880009543106979,0.6723190957484462,0.2076904473585328,1,0.9560446814110468,0.7556376712517691,0.1560396058185322,0.19322009078557,0,0,0,успех
11,2,1,26.0,34.0,inf,OK,0,0.5209878246091297,0.3498102576668578,0.1711775669422719,0,0.8196135564569073,0.5932978529635151,,,0,0,0,не принял
11,1,2,41.0,49.0,41.851027035090624,OK,1,0.9577588534147152,0.7257016280255175,0.2320572253891977,1,0.8666088132508151,0.9361382370627028,0.2946112319423305,0.177560231527449,0,0,0,успех
11,1,3,22.19155764168184,24.7276185554844,inf,OK,0,0.6016816207896362,0.5405702220274976,0.0611113987621385,0,0.9570109384219504,0.9433567760826718,,,0,0,0,не принял
11,2,2,21.57342248048528,25.323322168580194,inf,OK,0,0.5954831221780058,0.4621256447796512,0.1333574773983545,1,0.9161050706955154,0.1661890770365329,,,0,0,0,не принял
11,2,3,43.10091570076287,46.687086830047946,43.89229809498762,OK,0,0.7975749744300323,0.5596900247521982,0.2378849496778341,1,0.8260766302287088,0.5772321065095123,1.144500467369196,1.5854717238109306,0,1,0,принял неверно
11,2,4,27.09399516960783,30.409001610757866,inf,OK,0,0.8800095268546869,0.8518023281086076,0.0282071987460793,0,0.6978497714183465,0.234329574924272,,,0,0,0,не принял
12,1,1,11.0,19.0,11.95249978420841,OK,1,0.9853231852672872,0.769436611175282,0.2158865740920054,1,0.7969742381627559,0.8085207929907953,0.1681596387463781,0.1781125926833718,0,0,0,успех
12,2,1,26.0,34.0,inf,OK,0,0.5478858028973076,0.4883657104799174,0.0595200924173902,0,0.7464757677580626,0.2548552601285186,,,0,0,0,не принял
12,1,2,41.0,49.0,41.90212018528151,OK,1,0.733617239262061,0.4419790492417831,0.2916381900202778,1,0.8279030400466777,0.7568968803629156,0.2822044847317173,0.1540360969278213,0,0,0,успех
12,1,3,44.34107038861838,49.33410915015301,inf,OK,0,0.4686262418328648,0.3697129371629331,0.0989133046699317,1,1.0,0.6404248278584208,,,0,0,0,не принял
12,2,2,20.290250176337484,24.14038904087008,inf,OK,1,0.8718184812993671,0.5532564299932073,0.3185620513061598,0,0.711447698504415,0.333391360307421,,,0,0,0,не принял
